[Mon Jul 28 07:31:54.010770 2014] [:error] [pid 2499] [client 217.89.68.101:51509] PHP Fatal error:  Class 'SQLite3' not found in /home/root/dataencrypterservice/public/index.php on line 12
[Wed Jul 30 09:52:51.831764 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.831866 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.831910 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.831951 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.831990 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.832029 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.832068 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.832106 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.832145 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.832184 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.832223 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.832264 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.832305 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.832425 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.832469 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.832521 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.832561 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.832601 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.832641 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.832681 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.832730 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.832782 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.832823 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.832863 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.832902 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.832941 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.832980 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.833018 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.833057 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.833096 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.833147 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.833188 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.833228 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.833268 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.833308 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.833347 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.833386 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.833425 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.833464 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.833502 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 09:52:51.833553 2014] [:error] [pid 19631] [client 217.89.68.101:51388] PHP Notice:  Array to string conversion in /home/root/dataencrypterservice/vendor/twig/twig/lib/Twig/Environment.php(331) : eval()'d code on line 64, referer: http://95.85.12.63:8080/backend
[Wed Jul 30 11:14:24.359626 2014] [:error] [pid 22012] [client 217.89.68.101:53628] PHP Notice:  Undefined index: session in /home/root/dataencrypterservice/public/index.php on line 16, referer: http://95.85.12.63:8080/backend
[Thu Jul 31 07:26:45.688584 2014] [:error] [pid 25099] [client 217.89.68.101:62450] PHP Notice:  Undefined index: user in /home/root/dataencrypterservice/public/index.php on line 90, referer: http://95.85.12.63:8080/backend
[Thu Jul 31 10:54:14.595092 2014] [:error] [pid 26280] [client 217.89.68.101:50537] PHP Notice:  Undefined index: session in /home/root/dataencrypterservice/public/index.php on line 16
[Thu Jul 31 10:54:29.525381 2014] [:error] [pid 26397] [client 217.89.68.101:50549] PHP Notice:  Undefined index: session in /home/root/dataencrypterservice/public/index.php on line 16
[Thu Jul 31 11:23:31.805816 2014] [:error] [pid 26281] [client 217.89.68.101:51296] PHP Notice:  Undefined index: user in /home/root/dataencrypterservice/public/index.php on line 90, referer: http://95.85.12.63:8080/create/templink?path=/Root/check.rb
[Thu Jul 31 12:56:54.486646 2014] [:error] [pid 24359] [client 88.68.243.231:49784] PHP Notice:  Undefined index: session in /home/root/dataencrypterservice/public/index.php on line 16
[Thu Jul 31 13:20:57.886646 2014] [:error] [pid 25100] [client 88.68.243.231:49844] PHP Notice:  Undefined index: user in /home/root/dataencrypterservice/public/index.php on line 92, referer: http://95.85.12.63:8080/backend
[Thu Jul 31 13:21:01.350928 2014] [:error] [pid 25100] [client 88.68.243.231:49844] PHP Notice:  Undefined variable: auth in /home/root/dataencrypterservice/public/index.php on line 63, referer: http://95.85.12.63:8080/
[Thu Jul 31 13:21:01.350967 2014] [:error] [pid 25100] [client 88.68.243.231:49844] PHP Fatal error:  Call to a member function Login() on a non-object in /home/root/dataencrypterservice/public/index.php on line 63, referer: http://95.85.12.63:8080/
[Thu Jul 31 13:23:47.720489 2014] [:error] [pid 26282] [client 88.68.243.231:49866] PHP Fatal error:  Call to a member function query() on a non-object in /home/root/dataencrypterservice/lib/auth.php on line 12, referer: http://95.85.12.63:8080/?message=Fehler%20beim%20Einloggen!
[Thu Jul 31 13:24:36.653601 2014] [:error] [pid 25100] [client 88.68.243.231:49874] PHP Notice:  Undefined variable: db in /home/root/dataencrypterservice/lib/auth.php on line 19, referer: http://95.85.12.63:8080/?message=Fehler%20beim%20Einloggen!
[Thu Jul 31 13:24:36.653645 2014] [:error] [pid 25100] [client 88.68.243.231:49874] PHP Fatal error:  Call to a member function query() on a non-object in /home/root/dataencrypterservice/lib/auth.php on line 19, referer: http://95.85.12.63:8080/?message=Fehler%20beim%20Einloggen!
[Thu Jul 31 13:25:27.273271 2014] [:error] [pid 26277] [client 88.68.243.231:49879] PHP Notice:  Undefined index: user in /home/root/dataencrypterservice/public/index.php on line 92, referer: http://95.85.12.63:8080/backend
[Thu Jul 31 13:28:42.395399 2014] [:error] [pid 26282] [client 88.68.243.231:49888] PHP Notice:  Undefined variable: db in /home/root/dataencrypterservice/lib/auth.php on line 27, referer: http://95.85.12.63:8080/
[Thu Jul 31 13:28:42.395441 2014] [:error] [pid 26282] [client 88.68.243.231:49888] PHP Fatal error:  Call to a member function query() on a non-object in /home/root/dataencrypterservice/lib/auth.php on line 27, referer: http://95.85.12.63:8080/
[Thu Jul 31 13:28:43.781192 2014] [:error] [pid 26282] [client 88.68.243.231:49888] PHP Notice:  Undefined variable: db in /home/root/dataencrypterservice/lib/auth.php on line 27, referer: http://95.85.12.63:8080/
[Thu Jul 31 13:28:43.781246 2014] [:error] [pid 26282] [client 88.68.243.231:49888] PHP Fatal error:  Call to a member function query() on a non-object in /home/root/dataencrypterservice/lib/auth.php on line 27, referer: http://95.85.12.63:8080/
[Fri Aug 01 04:57:13.415420 2014] [:error] [pid 32160] [client 217.89.68.101:55746] PHP Notice:  Undefined index: user in /home/root/dataencrypterservice/public/index.php on line 88, referer: http://95.85.12.63:8080/create/templink?path=/Root/server11/asd123/default
[Sat Aug 02 03:49:56.534867 2014] [:error] [pid 2484] [client 84.59.164.46:53095] PHP Notice:  Undefined index: session in /home/root/dataencrypterservice/public/index.php on line 139
[Sat Aug 02 03:50:43.887966 2014] [:error] [pid 32147] [client 84.59.164.46:53111] PHP Fatal error:  Call to undefined method Symfony\\Component\\HttpFoundation\\Request::post() in /home/root/dataencrypterservice/public/index.php on line 39
[Sat Aug 02 03:53:18.035392 2014] [:error] [pid 32388] [client 84.59.164.46:53159] PHP Fatal error:  Call to undefined method Symfony\\Component\\HttpFoundation\\Request::post() in /home/root/dataencrypterservice/public/index.php on line 42
[Sat Aug 02 03:54:14.783354 2014] [:error] [pid 2482] [client 84.59.164.46:53168] PHP Notice:  Undefined index: user in /home/root/dataencrypterservice/public/index.php on line 44
[Sat Aug 02 03:54:47.858404 2014] [:error] [pid 32518] [client 84.59.164.46:53171] PHP Notice:  Undefined index: session in /home/root/dataencrypterservice/public/index.php on line 45
[Mon Aug 04 09:41:10.203059 2014] [:error] [pid 10705] [client 217.89.68.101:63169] PHP Notice:  Undefined index: session in /home/root/dataencrypterservice/public/index.php on line 157
[Mon Aug 04 09:43:37.085735 2014] [:error] [pid 15766] [client 217.89.68.101:63190] PHP Notice:  Undefined index: user in /home/root/dataencrypterservice/public/index.php on line 106, referer: http://95.85.12.63:8080/backend
[Sun Aug 10 04:42:27.293894 2014] [:error] [pid 15334] [client 146.60.15.191:51868] PHP Notice:  Undefined index: session in /home/root/dataencrypterservice/public/index.php on line 45
